policy_id,age,gender,region,policy_tenure_months,vehicle_age_years,vehicle_type,annual_premium,num_prev_claims,driving_experience_years,credit_score,annual_mileage_km,has_anti_theft,occupation,marital_status,claim,claim_amount,claim_age
P102642,29,Female,West,97,9,SUV,14674.36,0,9.0,732.0,11295.0,No,Unemployed,Married,1,21070.51,30.0
P102643,66,Male,West,36,3,Motorcycle,12646.02,0,47.0,618.0,9823.0,No,Employed,Married,1,44442.32,67.0
P102644,47,Male,East,168,20,Truck,9210.67,0,28.0,631.0,4986.0,No,Retired,Single,1,57132.57,48.0
P102645,38,Male,South,179,13,SUV,9368.45,0,19.0,691.0,26559.0,No,Self-employed,Married,1,36205.5,39.0
P102646,48,Male,West,30,7,Truck,12687.13,1,27.0,654.0,7319.0,No,Retired,Single,1,66182.48,49.0
P102647,75,Female,South,26,0,SUV,11842.91,0,55.0,605.0,13847.0,No,Employed,Married,1,63769.49,75.0
P102648,78,Female,South,85,15,Sedan,10670.14,0,60.0,696.0,20501.0,Yes,Retired,Married,1,26814.29,78.0
P102649,41,Male,West,101,16,Sedan,11522.51,1,25.0,763.0,5803.0,No,Employed,Married,1,27681.76,42.0
P102650,37,Male,South,235,9,Sedan,13647.24,0,18.0,724.0,16380.0,No,Employed,Single,1,33342.52,38.0
P102651,54,Female,North,121,5,Sedan,5377.72,0,36.0,745.0,4303.0,No,Self-employed,Married,1,35502.0,54.0
P102652,21,Male,West,31,6,Sedan,17663.92,0,5.0,640.0,7988.0,No,Self-employed,Single,0,0.0,
P102653,45,Female,West,184,17,Sedan,10193.64,0,25.0,574.0,14807.0,No,Retired,Single,1,15969.78,46.0
P102654,61,Male,West,189,1,Motorcycle,16597.49,0,41.0,510.0,10636.0,Yes,Employed,Single,1,32959.85,61.0
P102655,79,Female,East,17,20,Sedan,20294.7,2,58.0,505.0,19273.0,Yes,Self-employed,Single,1,47804.22,80.0
P102656,37,Male,East,209,8,SUV,14245.69,0,17.0,636.0,12643.0,No,Retired,Married,1,40845.09,38.0
P102657,77,Male,East,98,4,Motorcycle,4333.05,0,60.0,685.0,14605.0,No,Unemployed,Married,1,42998.53,77.0
P102658,41,Female,East,126,7,SUV,7343.59,0,24.0,709.0,8551.0,No,Unemployed,Married,1,36898.5,41.0
P102659,67,Female,West,24,4,SUV,13677.82,0,47.0,667.0,6807.0,No,Unemployed,Married,1,41129.67,67.0
P102660,66,Male,North,122,14,Truck,9318.39,0,50.0,599.0,6220.0,Yes,Unemployed,Married,1,71915.08,66.0
P102661,68,Female,South,225,7,Sedan,17907.56,0,51.0,696.0,7325.0,No,Employed,Married,1,28925.56,68.0
P102662,49,Female,South,132,4,Sedan,9033.65,0,31.0,566.0,8525.0,No,Employed,Single,1,41091.27,49.0
P102663,58,Male,West,137,4,Truck,14229.9,0,39.0,573.0,17785.0,Yes,Retired,Single,1,58339.37,59.0
P102664,53,Female,North,130,19,Sedan,11561.41,0,36.0,693.0,14017.0,No,Unemployed,Single,1,31794.64,54.0
P102665,75,Male,South,163,16,Truck,12145.1,1,58.0,564.0,5611.0,Yes,Employed,Married,1,71692.37,75.0
P102666,70,Female,North,123,8,Sedan,14550.88,0,54.0,596.0,9941.0,No,Self-employed,Married,0,0.0,
P102667,51,Female,West,38,1,SUV,2000.0,0,35.0,582.0,11848.0,No,Employed,Married,1,30153.73,51.0
P102668,53,Male,East,173,0,SUV,11866.62,0,35.0,662.0,26667.0,Yes,Employed,Single,0,0.0,
P102669,19,Male,North,143,20,Motorcycle,15608.13,0,0.0,691.0,12043.0,Yes,Employed,Married,0,0.0,
P102670,32,Male,South,235,10,Sedan,7298.45,0,14.0,693.0,14268.0,No,Employed,Single,1,25005.6,33.0
P102671,51,Male,South,170,14,Motorcycle,14613.99,0,30.0,609.0,7038.0,No,Retired,Single,1,31781.67,51.0
P102672,53,Female,South,131,0,Sedan,11082.72,0,35.0,638.0,15603.0,No,Retired,Single,1,37181.97,53.0
P102673,23,Male,East,159,6,SUV,9382.75,1,5.0,701.0,18902.0,No,Unemployed,Married,1,24041.14,23.0
P102674,56,Male,North,180,18,SUV,11009.06,0,39.0,613.0,11246.0,No,Employed,Married,1,29235.38,57.0
P102675,59,Female,North,169,14,Sedan,17567.33,0,41.0,,15077.0,Yes,Employed,Single,1,39346.55,59.0
P102676,68,Female,South,57,5,Truck,12682.0,0,,605.0,14877.0,No,Self-employed,Married,0,0.0,
P102677,68,Male,North,42,19,Sedan,6981.58,0,50.0,607.0,12347.0,Yes,Unemployed,Married,1,39923.0,68.0
P102678,75,Female,South,53,9,Sedan,13171.25,0,55.0,652.0,18455.0,Yes,Employed,Married,1,57210.33,76.0
P102679,71,Female,North,119,11,Truck,12187.74,1,54.0,648.0,8007.0,No,Employed,Married,1,70237.96,71.0
P102680,78,Female,East,121,12,Motorcycle,16523.28,0,60.0,638.0,7639.0,Yes,Self-employed,Single,1,35224.52,79.0
P102681,29,Female,East,56,14,SUV,11713.8,0,12.0,594.0,12022.0,Yes,Employed,Married,1,34171.07,30.0
P102682,20,Female,West,87,18,SUV,16242.55,0,1.0,585.0,10133.0,No,Employed,Married,1,14653.15,20.0
P102683,62,Male,West,76,16,SUV,12275.26,1,44.0,695.0,100.0,No,Retired,Married,1,52896.3,63.0
P102684,35,Male,West,200,12,Truck,13588.6,0,14.0,674.0,8343.0,Yes,Employed,Married,1,50241.23,36.0
P102685,57,Female,North,181,1,Motorcycle,9055.69,0,39.0,620.0,1350.0,No,Employed,Single,1,30920.68,57.0
P102686,38,Female,East,85,17,SUV,14273.81,1,20.0,646.0,10397.0,Yes,Employed,Married,0,0.0,
P102687,32,Female,East,85,10,Sedan,20084.97,0,16.0,735.0,15566.0,Yes,Employed,Married,1,34450.39,32.0
P102688,50,Female,East,160,4,Sedan,18887.04,1,34.0,645.0,12271.0,Yes,Employed,Married,1,14083.91,50.0
P102689,52,Male,South,81,3,Sedan,7556.17,0,36.0,650.0,12667.0,No,Self-employed,Married,1,35367.43,53.0
P102690,43,Female,North,182,1,Motorcycle,5169.79,0,24.0,757.0,11222.0,Yes,Self-employed,Married,0,0.0,
P102691,25,Female,North,165,15,Motorcycle,13504.75,0,7.0,725.0,13058.0,No,Employed,Single,1,41385.02,25.0
P102692,53,Female,West,216,6,SUV,11025.8,1,36.0,605.0,26125.0,Yes,Self-employed,Married,0,0.0,
P102693,65,Male,South,8,7,Motorcycle,8601.86,0,48.0,725.0,10239.0,No,Employed,Married,1,20570.25,65.0
P102694,47,Male,South,210,7,Sedan,20457.91,0,27.0,638.0,11934.0,Yes,Unemployed,Married,1,32658.19,48.0
P102695,40,Female,East,11,1,SUV,24352.19,0,19.0,576.0,7677.0,No,Retired,Married,1,36977.48,40.0
P102696,59,Male,West,182,14,SUV,4734.09,0,43.0,741.0,2482.0,No,Employed,Married,1,32364.25,60.0
P102697,61,Female,North,188,4,SUV,8868.07,1,42.0,600.0,13328.0,No,Employed,Married,1,38982.21,61.0
P102698,31,Male,South,138,18,SUV,6831.06,1,11.0,614.0,17659.0,Yes,Employed,Single,1,32737.14,32.0
P102699,31,Female,East,218,9,Sedan,8699.67,1,12.0,623.0,23600.0,No,Unemployed,Married,1,38019.66,31.0
P102700,19,Female,North,239,8,SUV,16490.97,1,2.0,793.0,11062.0,Yes,Employed,Married,1,35113.68,20.0
P102701,72,Female,East,198,19,SUV,13025.66,0,51.0,583.0,10704.0,No,Self-employed,Single,1,32083.95,73.0
P102702,54,Male,North,115,7,Truck,15328.75,1,36.0,608.0,16678.0,No,Employed,Married,1,55011.73,55.0
P102703,22,Female,East,81,4,Truck,17276.09,0,5.0,626.0,20561.0,No,Employed,Single,1,31229.09,23.0
P102704,55,Female,North,87,18,Sedan,13351.35,0,,687.0,5821.0,No,Employed,Single,0,0.0,
P102705,62,Male,West,42,12,SUV,8223.62,0,46.0,645.0,15323.0,No,Self-employed,Single,1,31936.93,62.0
P102706,58,Female,North,37,13,Sedan,14069.14,1,41.0,603.0,21139.0,No,Retired,Married,1,35255.67,59.0
P102707,79,Male,North,92,7,Sedan,11576.36,0,60.0,694.0,10755.0,Yes,Retired,Single,1,39028.47,80.0
P102708,71,Male,North,208,15,SUV,11330.07,1,53.0,745.0,6209.0,No,Retired,Married,1,52426.97,71.0
P102709,77,Male,East,204,4,Sedan,8688.36,0,60.0,536.0,15926.0,No,Self-employed,Married,1,34701.42,78.0
P102710,78,Female,South,186,0,SUV,15843.2,1,58.0,602.0,5272.0,No,Employed,Married,1,59531.39,79.0
P102711,64,Male,North,85,18,Sedan,14009.94,0,47.0,686.0,17952.0,No,Employed,Married,1,25499.23,65.0
P102712,31,Female,North,59,18,Sedan,15370.62,1,15.0,564.0,21953.0,No,Self-employed,Married,1,12809.46,31.0
P102713,73,Male,West,152,16,Sedan,8265.1,1,,639.0,9499.0,No,Employed,Married,1,35827.42,73.0
P102714,56,Male,North,156,20,Sedan,16217.23,0,40.0,739.0,20290.0,Yes,Employed,Single,1,58270.12,56.0
P102715,42,Female,West,37,9,Sedan,13397.9,0,23.0,694.0,15156.0,Yes,Employed,Single,0,0.0,
P102716,37,Female,North,21,4,Sedan,15808.97,0,17.0,686.0,18930.0,No,Employed,Single,1,36061.16,37.0
P102717,19,Female,East,161,6,Sedan,8861.26,0,3.0,702.0,8751.0,No,Employed,Married,1,26157.04,20.0
P102718,56,Male,South,130,15,Sedan,12641.67,0,37.0,673.0,15117.0,Yes,Employed,Single,1,38013.2,57.0
P102719,23,Male,South,229,2,Sedan,16617.4,0,3.0,626.0,13211.0,No,Unemployed,Married,1,45731.4,23.0
P102720,34,Female,South,83,11,Sedan,14359.87,0,16.0,,8072.0,No,Employed,Married,0,0.0,
P102721,76,Female,East,156,13,Sedan,11546.52,1,57.0,617.0,10240.0,Yes,Employed,Single,1,48153.05,76.0
P102722,42,Male,West,143,19,Sedan,14182.8,0,26.0,639.0,14881.0,No,Employed,Single,1,33714.06,42.0
P102723,74,Male,South,1,0,Truck,8182.3,0,57.0,534.0,6375.0,No,Employed,Married,1,66756.97,75.0
P102724,45,Female,East,107,6,Sedan,14737.5,0,26.0,617.0,5993.0,Yes,Employed,Married,1,28110.32,46.0
P102725,19,Male,East,28,17,SUV,15648.01,0,1.0,656.0,5615.0,Yes,Self-employed,Single,1,29816.12,20.0
P102726,52,Female,North,50,3,Sedan,13808.02,0,32.0,652.0,,No,Employed,Single,0,0.0,
P102727,54,Male,West,35,15,Motorcycle,11690.14,0,36.0,715.0,13431.0,Yes,Self-employed,Single,1,33688.95,54.0
P102728,22,Male,East,224,10,Sedan,13409.45,0,2.0,619.0,9467.0,Yes,Employed,Single,0,0.0,
P102729,80,Female,West,156,17,SUV,11836.89,0,60.0,,18388.0,Yes,Employed,Single,1,38609.12,81.0
P102730,18,Male,South,137,15,Sedan,11317.66,0,0.0,612.0,4780.0,No,Employed,Single,0,0.0,
P102731,57,Male,South,152,6,SUV,15072.48,1,41.0,667.0,14566.0,No,Employed,Married,1,32651.09,58.0
P102732,29,Female,South,191,20,SUV,18327.68,0,8.0,758.0,10165.0,No,Employed,Married,0,0.0,
P102733,73,Male,North,132,2,Sedan,12756.68,0,54.0,488.0,11476.0,Yes,Employed,Married,0,0.0,
P102734,53,Male,North,184,4,Sedan,9865.95,0,36.0,616.0,15422.0,No,Employed,Married,1,42769.65,54.0
P102735,62,Female,West,237,17,Motorcycle,8197.08,0,44.0,625.0,100.0,No,Employed,Married,0,0.0,
P102736,40,Male,West,41,16,Motorcycle,9380.72,0,22.0,501.0,1311.0,No,Employed,Married,0,0.0,
P102737,64,Male,North,67,0,SUV,20737.11,0,45.0,641.0,11687.0,Yes,Employed,Married,0,0.0,
P102738,48,Male,East,48,15,Motorcycle,18514.74,0,31.0,625.0,10888.0,Yes,Employed,Single,1,32771.14,48.0
P102739,28,Female,West,86,14,Sedan,15836.71,0,9.0,619.0,4859.0,No,Employed,Married,0,0.0,
P102740,27,Female,West,232,12,Truck,17107.26,1,11.0,573.0,22026.0,Yes,Employed,Single,1,35565.07,27.0
P102741,20,Female,South,58,6,Sedan,9869.26,0,0.0,644.0,6207.0,No,Employed,Married,1,25168.45,21.0
P102742,71,Male,West,39,2,SUV,16182.77,1,50.0,568.0,9339.0,Yes,Retired,Married,1,46836.54,71.0
P102743,31,Female,West,25,12,Truck,16524.25,0,15.0,591.0,17750.0,No,Unemployed,Single,1,60303.88,31.0
P102744,33,Female,East,60,15,Sedan,11651.81,0,16.0,636.0,,No,Employed,Married,1,24356.52,34.0
P102745,27,Female,West,240,0,SUV,7263.0,1,8.0,722.0,7661.0,No,Employed,Married,1,36025.12,28.0
P102746,46,Female,East,117,0,Sedan,6214.44,0,29.0,679.0,13945.0,Yes,Self-employed,Married,0,0.0,
P102747,27,Female,South,86,15,Sedan,13631.82,0,10.0,693.0,8284.0,Yes,Employed,Married,1,30937.22,27.0
P102748,29,Female,North,114,1,Motorcycle,10060.58,0,13.0,787.0,13974.0,No,Employed,Single,0,0.0,
P102749,47,Female,South,240,17,Motorcycle,13323.43,0,31.0,681.0,14565.0,No,Self-employed,Married,1,44148.07,47.0
P102750,58,Male,East,175,20,Sedan,10901.47,1,41.0,577.0,13896.0,Yes,Self-employed,Single,1,31669.05,58.0
P102751,18,Male,East,226,17,SUV,7562.55,0,1.0,611.0,17895.0,No,Employed,Married,1,22917.42,18.0
P102752,22,Male,West,189,4,Sedan,19078.96,0,2.0,590.0,10071.0,No,Self-employed,Single,1,45773.61,23.0
P102753,37,Male,West,84,4,Sedan,7778.03,0,,640.0,9480.0,Yes,Self-employed,Single,1,14417.51,38.0
P102754,25,Male,North,228,7,Motorcycle,9344.96,1,8.0,621.0,11572.0,No,Self-employed,Single,1,42715.54,26.0
P102755,60,Female,East,229,8,Sedan,11971.18,0,40.0,584.0,100.0,No,Retired,Single,0,0.0,
P102756,29,Male,East,231,13,Sedan,12571.51,0,8.0,715.0,13068.0,No,Employed,Married,1,32813.3,30.0
P102757,18,Male,South,155,12,Sedan,5720.48,0,0.0,720.0,10352.0,Yes,Employed,Married,1,36520.11,19.0
P102758,74,Female,North,124,17,Sedan,15283.74,0,53.0,663.0,13912.0,No,Employed,Married,0,0.0,
P102759,71,Male,South,111,3,Sedan,14660.06,0,54.0,580.0,7518.0,No,Self-employed,Married,1,41122.89,71.0
P102760,37,Female,West,224,17,SUV,20764.78,1,17.0,659.0,18726.0,No,Employed,Single,1,51183.24,38.0
P102761,45,Female,West,42,19,Sedan,13161.73,0,28.0,607.0,10961.0,No,Employed,Single,1,22326.71,46.0
P102762,74,Male,South,52,14,Sedan,11611.63,0,53.0,740.0,16178.0,Yes,Unemployed,Single,1,29973.98,74.0
P102763,60,Male,West,221,6,Sedan,8305.9,0,39.0,566.0,9463.0,No,Self-employed,Single,1,39584.06,61.0
P102764,54,Male,South,233,12,Sedan,6908.85,3,33.0,696.0,14333.0,No,Employed,Married,1,22379.6,54.0
P102765,64,Female,East,48,1,Sedan,11261.75,0,45.0,695.0,4224.0,No,Employed,Single,1,33855.25,65.0
P102766,54,Male,East,32,8,Sedan,6735.9,0,38.0,713.0,1017.0,No,Employed,Single,1,30920.01,54.0
P102767,29,Female,West,152,4,Sedan,15288.69,0,8.0,664.0,10965.0,Yes,Employed,Married,1,34757.07,29.0
P102768,54,Female,North,131,0,Sedan,10288.19,2,37.0,627.0,11899.0,Yes,Unemployed,Single,1,38973.19,55.0
P102769,66,Male,East,118,18,Sedan,16915.86,0,48.0,818.0,11519.0,No,Employed,Married,1,38554.63,67.0
P102770,66,Female,West,155,19,SUV,13166.23,0,45.0,589.0,10554.0,No,Employed,Married,1,47703.95,66.0
P102771,73,Male,North,201,18,Sedan,13321.8,0,55.0,700.0,,No,Employed,Single,1,40535.85,74.0
P102772,61,Female,West,168,12,Sedan,8085.71,1,41.0,651.0,15377.0,No,Employed,Single,0,0.0,
P102773,73,Male,South,23,5,SUV,14589.01,0,,674.0,20919.0,No,Unemployed,Married,0,0.0,
P102774,45,Female,West,135,9,Motorcycle,13742.37,0,25.0,674.0,24937.0,No,Employed,Single,1,49080.36,45.0
P102775,64,Male,South,209,10,Truck,4272.65,0,48.0,574.0,17472.0,Yes,Employed,Single,1,69694.99,65.0
P102776,32,Female,East,127,15,Motorcycle,17116.18,0,14.0,556.0,562.0,No,Employed,Single,0,0.0,
P102777,23,Male,East,37,0,Truck,15499.05,0,2.0,561.0,17254.0,No,Employed,Married,0,0.0,
P102778,61,Male,West,7,18,SUV,8828.11,0,43.0,619.0,17191.0,Yes,Retired,Single,1,33688.89,62.0
P102779,76,Female,North,222,4,Motorcycle,15747.81,0,55.0,667.0,11496.0,No,Employed,Married,1,45972.6,77.0
P102780,78,Male,West,77,5,SUV,10324.21,0,58.0,602.0,16636.0,No,Employed,Single,1,38818.7,78.0
P102781,37,Female,West,82,5,Sedan,9413.12,0,16.0,549.0,13801.0,No,Unemployed,Married,1,36338.01,37.0
P102782,67,Female,East,95,4,Sedan,13405.14,0,46.0,714.0,11926.0,No,Retired,Married,1,24869.13,67.0
P102783,31,Male,East,22,5,SUV,15948.7,0,,542.0,13266.0,No,Retired,Single,1,23814.61,31.0
P102784,19,Male,West,78,12,Truck,18107.98,0,1.0,684.0,9230.0,No,Employed,Married,1,29808.04,20.0
P102785,26,Male,East,82,0,Sedan,19027.72,0,10.0,597.0,2801.0,No,Employed,Married,1,28426.6,27.0
P102786,80,Female,South,227,0,Sedan,5638.21,0,60.0,735.0,2613.0,No,Retired,Single,1,52948.13,81.0
P102787,54,Male,West,145,13,Truck,4996.09,0,37.0,613.0,16585.0,Yes,Retired,Single,0,0.0,
P102788,37,Male,East,19,7,SUV,10281.61,0,20.0,527.0,6871.0,Yes,Employed,Single,1,46243.27,38.0
P102789,43,Male,West,95,8,Truck,8389.71,0,25.0,647.0,4352.0,No,Employed,Married,0,0.0,
P102790,46,Male,East,39,9,Motorcycle,21879.14,0,27.0,591.0,4251.0,No,Self-employed,Married,1,38057.65,47.0
P102791,18,Female,South,117,5,Sedan,13121.2,0,0.0,707.0,9620.0,No,Employed,Married,1,12296.2,18.0
P102792,72,Male,South,36,8,Sedan,11158.69,0,56.0,673.0,19579.0,No,Employed,Single,0,0.0,
P102793,52,Female,West,15,17,Sedan,9831.49,0,31.0,606.0,11274.0,Yes,Employed,Married,1,43871.42,52.0
P102794,23,Female,South,191,14,Motorcycle,12795.12,0,5.0,580.0,4844.0,No,Unemployed,Single,0,0.0,
P102795,54,Female,South,157,3,Sedan,3527.71,0,36.0,573.0,19409.0,No,Employed,Married,1,38931.73,54.0
P102796,70,Male,East,60,1,Sedan,15607.68,1,52.0,609.0,13633.0,No,Employed,Married,1,54978.94,70.0
P102797,76,Female,West,184,5,Sedan,17603.22,0,58.0,745.0,10267.0,No,Self-employed,Single,1,31756.85,77.0
P102798,22,Female,East,168,16,Sedan,5142.51,0,6.0,640.0,14427.0,No,Unemployed,Single,1,23573.54,22.0
P102799,50,Male,East,144,6,Sedan,14330.48,0,32.0,716.0,12058.0,Yes,Retired,Single,0,0.0,
P102800,66,Male,North,161,19,Truck,13790.02,0,47.0,546.0,8413.0,No,Employed,Single,1,56038.22,66.0
P102801,68,Male,South,89,14,SUV,14127.35,0,48.0,516.0,9266.0,No,Employed,Single,0,0.0,
P102802,31,Male,East,16,20,Truck,14083.39,0,15.0,584.0,5816.0,No,Employed,Single,0,0.0,
P102803,29,Male,East,158,1,Sedan,7750.97,1,10.0,696.0,9651.0,No,Employed,Single,1,21309.66,29.0
P102804,59,Female,East,98,20,SUV,11448.49,0,42.0,630.0,16652.0,No,Employed,Single,1,39073.55,60.0
P102805,37,Male,South,194,11,SUV,15482.59,0,20.0,712.0,16515.0,No,Employed,Single,1,42291.35,38.0
P102806,70,Male,South,104,9,SUV,5244.07,1,54.0,738.0,11120.0,No,Employed,Single,1,43642.6,70.0
P102807,67,Female,South,44,16,Sedan,12450.16,0,47.0,583.0,11175.0,No,Employed,Single,1,49521.94,67.0
P102808,41,Male,West,235,17,Truck,14283.41,0,23.0,708.0,6833.0,No,Employed,Single,1,43349.35,41.0
P102809,76,Female,East,166,15,SUV,10561.53,0,60.0,747.0,13980.0,No,Unemployed,Single,1,55042.46,76.0
P102810,60,Male,South,51,9,Sedan,13894.88,0,42.0,722.0,5084.0,No,Unemployed,Married,0,0.0,
P102811,79,Female,East,188,7,Sedan,12159.72,1,60.0,538.0,16159.0,No,Employed,Married,1,30815.73,80.0
P102812,51,Male,West,18,20,Sedan,11131.33,0,34.0,520.0,14093.0,Yes,Employed,Married,1,42914.86,51.0
P102813,42,Female,North,5,12,Sedan,10289.06,3,22.0,619.0,10674.0,No,Employed,Single,1,42557.66,43.0
P102814,67,Female,West,239,15,Sedan,17099.72,0,49.0,621.0,14177.0,No,Employed,Married,1,45264.92,67.0
P102815,46,Male,South,168,7,Sedan,11529.4,0,30.0,709.0,10294.0,No,Retired,Married,0,0.0,
P102816,74,Male,South,6,11,Sedan,8576.63,0,57.0,582.0,12943.0,Yes,Employed,Single,1,30509.04,75.0
P102817,56,Female,West,76,16,SUV,6938.7,0,38.0,679.0,13074.0,Yes,Employed,Single,1,34943.09,56.0
P102818,48,Male,East,115,15,Motorcycle,5952.43,0,27.0,574.0,17833.0,No,Employed,Single,0,0.0,
P102819,73,Female,South,12,8,Sedan,6196.66,0,52.0,674.0,14447.0,No,Unemployed,Single,0,0.0,
P102820,64,Female,South,12,18,Sedan,10174.66,0,43.0,618.0,17243.0,No,Self-employed,Married,1,28294.89,65.0
P102821,60,Male,West,73,16,SUV,11482.13,0,43.0,675.0,,Yes,Retired,Single,1,51140.44,61.0
P102822,67,Male,East,106,7,SUV,10761.86,0,50.0,625.0,11713.0,No,Employed,Married,1,46799.14,68.0
P102823,40,Male,West,150,11,SUV,8659.6,1,24.0,495.0,14574.0,Yes,Retired,Married,0,0.0,
P102824,61,Male,West,49,8,SUV,9820.57,0,45.0,686.0,13725.0,No,Employed,Single,1,46587.5,61.0
P102825,55,Female,East,178,5,Truck,14682.87,0,36.0,732.0,10194.0,No,Retired,Married,1,59630.98,56.0
P102826,37,Female,East,208,9,Truck,16110.41,0,19.0,591.0,4962.0,No,Unemployed,Married,1,65987.52,37.0
P102827,40,Male,North,4,8,Motorcycle,18794.83,0,19.0,707.0,9389.0,No,Retired,Single,0,0.0,
P102828,79,Male,West,178,3,SUV,12159.2,0,60.0,607.0,9352.0,No,Employed,Married,1,55001.13,79.0
P102829,62,Male,East,3,10,Motorcycle,17278.33,0,43.0,556.0,14776.0,No,Employed,Married,1,29183.95,63.0
P102830,69,Male,South,144,20,Truck,12589.69,0,53.0,607.0,11675.0,No,Retired,Married,1,71824.8,69.0
P102831,33,Female,North,14,5,SUV,17751.56,0,13.0,637.0,7937.0,Yes,Employed,Married,0,0.0,
P102832,67,Male,West,64,17,SUV,14353.07,0,50.0,558.0,11177.0,No,Unemployed,Single,1,34529.47,68.0
P102833,59,Female,East,120,3,Motorcycle,12176.01,1,39.0,744.0,10397.0,Yes,Retired,Single,0,0.0,
P102834,77,Female,North,169,11,Motorcycle,4039.02,1,57.0,543.0,7406.0,Yes,Employed,Married,1,40464.45,77.0
P102835,72,Female,North,230,8,Sedan,11404.76,0,51.0,612.0,19336.0,No,Employed,Married,1,52772.98,72.0
P102836,25,Male,South,68,14,SUV,8757.05,1,8.0,585.0,11069.0,No,Unemployed,Single,1,26469.84,26.0
P102837,67,Female,North,59,8,Motorcycle,10535.1,0,48.0,745.0,8041.0,Yes,Employed,Single,0,0.0,
P102838,38,Female,West,130,5,Sedan,17017.1,0,19.0,544.0,3689.0,No,Employed,Married,0,0.0,
P102839,18,Female,East,119,10,Sedan,13699.09,0,1.0,708.0,12437.0,Yes,Employed,Married,1,31731.14,19.0
P102840,72,Male,North,10,6,Sedan,16017.17,0,51.0,664.0,14591.0,No,Employed,Married,1,44307.63,72.0
P102841,25,Male,North,75,13,SUV,14288.23,0,7.0,563.0,8742.0,No,Employed,Single,1,19076.43,26.0
P102842,46,Female,West,231,15,Truck,8145.92,0,26.0,625.0,12701.0,No,Employed,Married,1,57487.38,47.0
P102843,49,Male,South,90,14,Sedan,19718.89,0,30.0,637.0,6543.0,Yes,Unemployed,Single,0,0.0,
P102844,55,Male,South,101,19,SUV,11311.11,1,38.0,691.0,10853.0,No,Unemployed,Married,1,54808.71,55.0
P102845,22,Female,East,154,8,Motorcycle,16157.3,0,6.0,605.0,17423.0,Yes,Employed,Single,1,4557.61,23.0
P102846,64,Male,West,132,18,Sedan,18520.97,0,48.0,694.0,10833.0,No,Employed,Married,1,36309.11,65.0
P102847,39,Male,South,218,11,Sedan,6558.78,0,22.0,653.0,8779.0,No,Retired,Single,0,0.0,
P102848,64,Male,East,230,10,Truck,11631.54,0,46.0,682.0,18711.0,Yes,Employed,Single,1,59290.16,64.0
P102849,51,Female,East,28,7,Motorcycle,14791.87,0,35.0,588.0,12989.0,No,Employed,Married,0,0.0,
P102850,18,Male,South,130,2,Sedan,10879.88,0,0.0,633.0,9484.0,No,Employed,Single,1,35607.56,18.0
P102851,72,Female,West,66,18,Truck,22948.74,0,55.0,658.0,7672.0,No,Employed,Single,1,78082.27,72.0
P102852,72,Male,North,144,2,SUV,13068.83,0,55.0,656.0,6256.0,No,Unemployed,Married,1,48964.65,72.0
P102853,43,Male,South,124,2,Sedan,14477.77,0,23.0,647.0,14134.0,No,Unemployed,Married,1,31631.4,43.0
P102854,60,Female,North,57,5,Truck,19341.14,1,43.0,796.0,15835.0,No,Self-employed,Married,1,59732.01,61.0
P102855,27,Male,North,151,10,SUV,6478.1,0,9.0,690.0,12001.0,No,Retired,Single,0,0.0,
P102856,47,Female,West,151,19,Truck,10237.61,0,28.0,701.0,11008.0,No,Employed,Married,1,62649.58,47.0
P102857,67,Male,West,205,13,Sedan,8164.93,0,51.0,667.0,14941.0,No,Employed,Single,1,32477.0,68.0
P102858,35,Male,East,21,1,Truck,13729.34,0,19.0,687.0,4910.0,No,Unemployed,Single,0,0.0,
P102859,34,Male,West,103,11,Sedan,18546.08,0,14.0,664.0,12379.0,No,Unemployed,Single,1,20534.4,35.0
P102860,43,Male,East,153,15,Sedan,7815.52,0,24.0,777.0,12086.0,Yes,Employed,Single,1,49244.08,44.0
P102861,25,Female,South,58,2,Sedan,6356.14,0,7.0,646.0,14073.0,No,Employed,Married,1,27497.5,25.0
P102862,64,Female,North,37,20,Sedan,12717.67,0,46.0,708.0,14395.0,No,Self-employed,Single,1,35833.98,64.0
P102863,57,Male,West,177,15,Motorcycle,17437.97,0,37.0,796.0,9960.0,No,Employed,Married,1,32895.27,57.0
P102864,66,Female,South,205,9,Sedan,8845.1,0,49.0,696.0,,No,Employed,Married,1,52771.43,66.0
P102865,29,Female,East,143,19,SUV,7943.65,0,10.0,630.0,6577.0,No,Employed,Married,1,33845.66,30.0
P102866,44,Male,West,156,4,Truck,18331.18,1,28.0,599.0,9617.0,No,Employed,Married,1,77441.4,44.0
P102867,25,Male,North,195,12,SUV,11226.38,0,6.0,615.0,16290.0,No,Employed,Single,1,39379.96,26.0
P102868,42,Female,South,215,11,Sedan,14540.28,0,22.0,,8825.0,Yes,Employed,Single,0,0.0,
P102869,63,Female,West,132,0,Truck,17524.6,0,46.0,775.0,12557.0,No,Employed,Married,1,65648.1,64.0
P102870,21,Female,West,47,19,SUV,14069.39,0,0.0,692.0,9338.0,No,Employed,Married,1,28877.62,21.0
P102871,50,Female,South,178,10,Sedan,12138.38,0,31.0,623.0,10044.0,Yes,Employed,Single,1,37944.55,50.0
P102872,18,Female,East,188,18,Sedan,8124.82,0,1.0,629.0,5528.0,Yes,Retired,Married,0,0.0,
P102873,36,Male,East,190,14,SUV,9873.63,0,17.0,640.0,15804.0,No,Unemployed,Single,1,28555.27,37.0
